Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Venue Category
St. James Town,43.6514939,-79.3754179,4ad77a12f964a520260b21e3,CF Toronto Eaton Centre,43.654540112988535,-79.38067738352993,Shopping Mall
St. James Town,43.6514939,-79.3754179,4b7d9098f964a52014c72fe3,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
St. James Town,43.6514939,-79.3754179,4dcbf219d22d7ffe9d39197e,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
St. James Town,43.6514939,-79.3754179,57eda381498ebe0e6ef40972,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
St. James Town,43.6514939,-79.3754179,50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
St. James Town,43.6514939,-79.3754179,5980a832898bdc3d188e85b9,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
St. James Town,43.6514939,-79.3754179,55314880498eca93a62e17ec,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
St. James Town,43.6514939,-79.3754179,561ffc99498e1468dac63cdd,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
St. James Town,43.6514939,-79.3754179,4b40f62ef964a52050be25e3,Roots,43.65361341708363,-79.38024401664734,Clothing Store
St. James Town,43.6514939,-79.3754179,514cc159e4b0e4f73af4eced,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
St. James Town,43.6514939,-79.3754179,4af96fbbf964a520c01122e3,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
St. James Town,43.6514939,-79.3754179,597abafcb2958f7e523ea993,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
St. James Town,43.6514939,-79.3754179,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
St. James Town,43.6514939,-79.3754179,4ae079a3f964a5207f7f21e3,Downtown Camera,43.653107,-79.37512,Camera Store
St. James Town,43.6514939,-79.3754179,55fc571f498ec35023360858,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
St. James Town,43.6514939,-79.3754179,4ad4c05ef964a5208ef620e3,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
St. James Town,43.6514939,-79.3754179,4ad788c8f964a520e40b21e3,Apple Eaton Centre,43.6529455,-79.3806448,Electronics Store
St. James Town,43.6514939,-79.3754179,4af4abe2f964a520eef421e3,EQ3,43.65129553904327,-79.36825667378011,Furniture / Home Store
St. James Town,43.6514939,-79.3754179,5022a0cde4b0c3bc4aff8d5c,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
St. James Town,43.6514939,-79.3754179,589b45bfaf5c141e6c9e0c3b,FAMO Sandwiches,43.654064,-79.369515,Sandwich Place
St. James Town,43.6514939,-79.3754179,4e11d1fc1495c8d31bc9a291,Young People's Theatre,43.64979311983223,-79.36888127403039,Theater
St. James Town,43.6514939,-79.3754179,4ad4c05df964a52059f620e3,Canoe,43.647452066183476,-79.38132001815676,Restaurant
St. James Town,43.6514939,-79.3754179,56d4d1b3cd1035fe77e1492c,Page One Cafe,43.65777161112601,-79.3760725691681,Café
St. James Town,43.6514939,-79.3754179,5a8f505eb6eedb5c284a78ad,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
St. James Town,43.6514939,-79.3754179,4e5d8181a8092f63968617ee,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
St. James Town,43.6514939,-79.3754179,55a9bbf9498e00ffd7f4c71f,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
St. James Town,43.6514939,-79.3754179,5615b6c4498e3c32c67ad78f,Blaze Pizza,43.656518,-79.380015,Pizza Place
St. James Town,43.6514939,-79.3754179,4af61930f964a520260122e3,Bellisimo Pizzeria & Ristorante,43.648748,-79.368684,Pizza Place
St. James Town,43.6514939,-79.3754179,4ad4c05ff964a520eff620e3,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
St. James Town,43.6514939,-79.3754179,4bd8cde92e6f0f47dcb20808,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
St. James Town,43.6514939,-79.3754179,4ad4c062f964a520b8f720e3,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
St. James Town,43.6514939,-79.3754179,57d1e1a2498e96cce6f32217,Nordstrom,43.655041,-79.3809665,Clothing Store
St. James Town,43.6514939,-79.3754179,5a4fdf56772fbc5e9fa73c7f,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
St. James Town,43.6514939,-79.3754179,4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
St. James Town,43.6514939,-79.3754179,4ad8cd16f964a520c91421e3,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
St. James Town,43.6514939,-79.3754179,5c2151463362730039c4ef0b,Danish Pastry House,43.654574,-79.38074,Bakery
St. James Town,43.6514939,-79.3754179,51853a73498e4d97a8b20831,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
St. James Town,43.6514939,-79.3754179,5227bb01498e17bf485e6202,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
St. James Town,43.6514939,-79.3754179,4bb3b268eb3e9521cd82cb0a,St. James Park,43.6504248002309,-79.3723109702051,Park
St. James Town,43.6514939,-79.3754179,4b844f98f964a520fe2d31e3,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
St. James Town,43.6514939,-79.3754179,592c5bfb31fd147e47255fb3,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
St. James Town,43.6514939,-79.3754179,4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
St. James Town,43.6514939,-79.3754179,4b0f3cd2f964a520b66023e3,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
St. James Town,43.6514939,-79.3754179,4ad4c062f964a5200bf820e3,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
St. James Town,43.6514939,-79.3754179,4d306dd82748b60c62b6dba0,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b0afc19f964a520212b23e3,Cedarvale Park,43.692534923091934,-79.42870527613704,Field
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c24abfcf7ced13aa425236d,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b43d345f964a5202deb25e3,Jerusalem Restaurant,43.70024147908061,-79.42895714630743,Middle Eastern Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b0feea1f964a5206a6623e3,Starbucks,43.700598,-79.427433,Coffee Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bf558e1e5eba593a8a32090,St. Urbain Bagel,43.700646105156096,-79.42705925045371,Bagel Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bb7f85f3db7b71337dc209a,Il Mulino,43.69997901146859,-79.43071961082923,Italian Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4e45d453fa76a07fde52368f,Yogurty's,43.70079989087826,-79.42617084974331,Frozen Yogurt Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bf2fc126a31d13a6e22942e,Starbucks,43.70067467006203,-79.43367319982447,Coffee Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4d6d1a3acf7e41bd23c28285,TD Canada Trust,43.701201568268,-79.42585229873663,Bank
Humewood-Cedarvale,43.6937813,-79.42819140000002,4d237b0b53e4a0934ba77f77,Bi Bim Bap,43.70035223811227,-79.42871533999565,Korean Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bef2522d1b7d13ad065cdec,Subway,43.70034288090012,-79.42975945543918,Sandwich Place
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c9171e357e5b60c12f3601c,Thirsty Fox Pub,43.70007766000426,-79.4300835905634,Gastropub
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bd32c51caff9521562ed4f0,Pizza Pizza,43.700775,-79.426909,Pizza Place
Humewood-Cedarvale,43.6937813,-79.42819140000002,4d1cd5f409546dcb10f1d538,Phil White Arena,43.69130271699826,-79.43176051142332,Hockey Arena
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c0c2dd4009a0f47c648ecbf,The Cedarvale Walk,43.69640379070236,-79.43408451692416,Park
Humewood-Cedarvale,43.6937813,-79.42819140000002,4ea88fc7f5b9df9610511b8d,Coffee Time Donuts,43.691852993172056,-79.43634389759859,Coffee Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c86e638110176b0e9cab340,K & K,43.6894497552931,-79.43460190804107,Grocery Store
Humewood-Cedarvale,43.6937813,-79.42819140000002,515b1680e4b0bfa891cd6928,Pizzaiolo,43.70024186133505,-79.42884816263991,Pizza Place
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b6626d8f964a52083162be3,Bistro Grande,43.70020876192952,-79.42959006976555,Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c7dafd1d598a09365d1c362,Sun Milk Variety,43.68791607464009,-79.42426469284547,Convenience Store
Humewood-Cedarvale,43.6937813,-79.42819140000002,4db1acf14df03036e8d3e8da,Cy Townsend Park,43.68964242001997,-79.43532528474807,Park
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b82b180f964a520d7de30e3,israel's judaica centre,43.700503159394444,-79.42693016764565,Gift Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4d51bece9ffc236ad01826a7,Sam's Food Store,43.68944002140359,-79.43570095891785,Deli / Bodega
Humewood-Cedarvale,43.6937813,-79.42819140000002,4d530f219163a093cbbbdfae,Front & Centre Dance Academy,43.700790511748814,-79.42618274331409,Dance Studio
Humewood-Cedarvale,43.6937813,-79.42819140000002,51c1e407498e9e1f8efd0ab9,Forest Hill Pizza,43.700904,-79.426272,Pizza Place
Humewood-Cedarvale,43.6937813,-79.42819140000002,4c9e52cb0e9bb1f7f735e65f,Section 220 - The Red Brigade,43.68639832350953,-79.42857338070692,Soccer Stadium
Humewood-Cedarvale,43.6937813,-79.42819140000002,4dc592a62271f2705130b904,Hakim Optical,43.7008803,-79.42530059,Optical Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4bad1c37f964a520982e3be3,Ben Nobleman Park Community Orchard,43.70063651836473,-79.43364022776295,Park
Humewood-Cedarvale,43.6937813,-79.42819140000002,4f48f7e6e4b052593acf0be8,Best Choice Fruits And Flowers,43.69060058053154,-79.4382177360029,Grocery Store
Humewood-Cedarvale,43.6937813,-79.42819140000002,4b16e7e5f964a52043bf23e3,Qi Natural Food,43.700699618189496,-79.43355032946165,Food & Drink Shop
Humewood-Cedarvale,43.6937813,-79.42819140000002,4af6f3f8f964a520540422e3,Eglinton West Subway Station,43.69945638468211,-79.43638622670946,Metro Station
Humewood-Cedarvale,43.6937813,-79.42819140000002,4edacb065c5c96a2feccd742,Frieda Restaurant & Bar,43.69980774160421,-79.43678900636274,Mexican Restaurant
Humewood-Cedarvale,43.6937813,-79.42819140000002,4e85c25a6c250019a31195bd,Winona Market,43.68703,-79.435827,Convenience Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4b017e51f964a520d84222e3,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4b017e8cf964a520da4222e3,The Beer Store,43.6413126,-79.5769248,Beer Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,5cebda3300b068002dca9d81,Starbucks,43.641312,-79.576924,Coffee Shop
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,50d4866ee4b0c1554d94fef7,Tim Hortons,43.6447049,-79.5676593,Coffee Shop
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4c3876b80a71c9b6aca240c9,Farmer's Market Etobicoke,43.64306101960027,-79.56619097935341,Farmers Market
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,57213eb9cd10ddb43c64eefc,Shoppers Drug Mart,43.641312,-79.576924,Pharmacy
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4cb4e17052edb1f7745763fe,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4b086749f964a5201e0b23e3,Etobicoke Olympium,43.65015536108514,-79.58392255357785,College Rec Center
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4ca0951b8afca093f7b11316,Petro-Canada,43.639199582054125,-79.58374321460724,Gas Station
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4b251b4cf964a520586c24e3,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4be37f3dfe299521f397966c,Chris' No Frills,43.650852,-79.579917,Grocery Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,51794093498ee4f33aa26e82,Burnhamthorpe Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4c4a2189bad7a5931667f0a9,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4f1ae0c2e4b095bc4517a2df,Pet Valu,43.64166745232465,-79.57704986776474,Pet Store
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4bcf9b5e9854d13a2876f64d,Bloordale Park,43.64115,-79.578261,Park
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4cb2063ab4b0a35d837f56ce,Renforth Mall Fish and Chips,43.65095792712339,-79.57984257043167,Fish & Chips Shop
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,51bb535e498eb7c5e6dc7592,Renforth Plaza,43.651194366535925,-79.57961213456572,Shopping Mall
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,5405ff4d498e349094050f86,"Moweso Web Marketing Ltd, Website Design & Development",43.649166107177734,-79.56954193115234,IT Services
"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Wood",43.6435152,-79.57720079999999,4b806172f964a5201a6d30e3,Quiznos,43.6420677,-79.5654499,Sandwich Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4bc366dab492d13a51b2a860,Chick-N-Joy,43.76875171771289,-79.18798174616069,Fried Chicken Joint
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b3a9504f964a520646a25e3,LCBO,43.77146181777272,-79.18438374996185,Liquor Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c9fdb04542b224bca4201a0,Little Caesars Pizza,43.76904597684398,-79.18438601716002,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4ba164fdf964a52039b337e3,Bulk Barn,43.77134173380578,-79.1843408346176,Food & Drink Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4beca2f9d6e676b0538764d4,Booster Juice,43.77066813,-79.18415042,Smoothie Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b6074e3f964a5200fe729e3,Swiss Chalet,43.76812209738294,-79.19049329250134,Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4beee041e24d20a1cd857314,RBC Royal Bank,43.76678992471017,-79.19115118872593,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b06eb1cf964a52005f322e3,Starbucks,43.770281,-79.185016,Coffee Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4bdcd893462b2d7f13a3113c,The Beer Store,43.769793,-79.1875054,Beer Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b75e7bbf964a520992d2ee3,Shoppers Drug Mart,43.770282,-79.185012,Pharmacy
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b9ebe82f964a5206efe36e3,Shoeless Joe's,43.768891580866935,-79.18585091829299,Sports Bar
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,55198a64498eed3a6b5f76e2,KFC,43.7689,-79.1856,Fast Food Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b9023e9f964a5200e7833e3,McDonald's,43.76833410355284,-79.18828754919781,Fast Food Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4bcb5d75937ca593956ba992,Subway,43.771828795899665,-79.18501631588651,Sandwich Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4cc33d971e596dcbe61ac967,TD Canada Trust,43.770997118312,-79.18599759390418,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c83f00d2f1c236a8d704743,Pizza Hut,43.770455,-79.1861572,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4bd22faacaff9521f94cd2f0,Dollarama,43.771085,-79.184288,Discount Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c7ee2efd860b60c915d5f9d,Taste Of Greek Cuisine,43.768259,-79.189608,Greek Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c1c7f9bb306c9288f0464b7,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c85a8c2ee6fef3b9b123e5c,Pizza Pizza,43.7684131598454,-79.18792963027954,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b7c82cff964a520df972fe3,Tim Hortons,43.7698137,-79.1869756,Coffee Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4be459f3d4f7c9b602072420,Joseph's No Frills,43.769591,-79.187669,Grocery Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4b847328f964a520293631e3,Food Basics,43.770184072629206,-79.18485161662375,Supermarket
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,511fc593e4b048431b09a4fa,Morningside Crossing,43.770598655088534,-79.1855405666472,Shopping Mall
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4c85aa5bee6fef3b1d1d3e5c,Peking Garden Restaurant,43.771945914107526,-79.18597585406036,Chinese Restaurant
The Beaches,43.67635739999999,-79.2930312,4bd461bc77b29c74a07d9282,Glen Manor Ravine,43.67682094413784,-79.29394208780985,Trail
The Beaches,43.67635739999999,-79.2930312,5286b7dd498e8b747c1dfe71,The Beech Tree,43.680493,-79.288846,Gastropub
The Beaches,43.67635739999999,-79.2930312,4f5a855be4b0a4baa1ae0063,Tori's Bakeshop,43.672113947269565,-79.29033140068843,Vegetarian / Vegan Restaurant
The Beaches,43.67635739999999,-79.2930312,4c0e40c0c700c9b6e185a3dd,Beaches Bake Shop,43.68036312619922,-79.28969173416124,Bakery
The Beaches,43.67635739999999,-79.2930312,4ad4c062f964a520c4f720e3,The Fox Theatre,43.67280115048827,-79.28727198292374,Indie Movie Theater
The Beaches,43.67635739999999,-79.2930312,4b37c839f964a5200e4625e3,Ed's Real Scoop,43.67262965222451,-79.28799338520771,Ice Cream Shop
The Beaches,43.67635739999999,-79.2930312,4bb7944653649c74c6e845fb,Mastermind Toys,43.67145295439717,-79.29397108948247,Toy / Game Store
The Beaches,43.67635739999999,-79.2930312,4ad4c062f964a52011f820e3,The Big Carrot Natural Food Market,43.678879,-79.297734,Health Food Store
The Beaches,43.67635739999999,-79.2930312,51e2a41f498ec07b5f39be58,Bagels On Fire,43.672864007619,-79.28678355423988,Bagel Shop
The Beaches,43.67635739999999,-79.2930312,4ae33773f964a520ca9121e3,Beacher Cafe,43.67193800612107,-79.29123801741737,Breakfast Spot
The Beaches,43.67635739999999,-79.2930312,4e261a1118a81b3b73a9e1e9,Veloute Bistro,43.672267,-79.289584,French Restaurant
The Beaches,43.67635739999999,-79.2930312,4ad795aff964a520740c21e3,The Remarkable Bean,43.67280091854837,-79.28703802232461,Coffee Shop
The Beaches,43.67635739999999,-79.2930312,4bae1ed7f964a520ba863be3,Kew Gardens,43.66903821389327,-79.29853750338029,Park
The Beaches,43.67635739999999,-79.2930312,4c4a6282f7cc1b8d7da94e3e,I'm On The Beach,43.67036350292171,-79.28469553696922,Beach
The Beaches,43.67635739999999,-79.2930312,4b083628f964a5205f0623e3,The Feathers Pub,43.680501,-79.287522,Pub
The Beaches,43.67635739999999,-79.2930312,51fd37b5498e5b11f3af7068,Xola,43.67260275638694,-79.28808039792285,Mexican Restaurant
The Beaches,43.67635739999999,-79.2930312,52fa6d6d498e17e0ae5cf9e7,Balmy Beach,43.668168578916216,-79.29135534728574,Beach
The Beaches,43.67635739999999,-79.2930312,587bae87286804584acd2a7a,Isabella’s Boutique Restaurant,43.673767,-79.282703,Japanese Restaurant
The Beaches,43.67635739999999,-79.2930312,5144681ce4b082070dff7210,The Ten Spot,43.6703404552084,-79.29936300317976,Nail Salon
The Beaches,43.67635739999999,-79.2930312,52f1344511d24bedb97f262e,Sanna's Farmacia,43.670929268214614,-79.29596900939941,Juice Bar
The Beaches,43.67635739999999,-79.2930312,4b79d0c5f964a520ef132fe3,Vi Vetha,43.67372046319636,-79.28215483901357,Breakfast Spot
The Beaches,43.67635739999999,-79.2930312,4b467238f964a520402126e3,The Fill Station,43.673255571124315,-79.28494255033982,Pub
The Beaches,43.67635739999999,-79.2930312,4aff4c2df964a520103722e3,Yumei Sushi,43.67110753520725,-79.29506363969708,Japanese Restaurant
The Beaches,43.67635739999999,-79.2930312,51df585f498ef3df406f9857,No Bull Burger,43.680760634916616,-79.28501935257889,Burger Joint
The Beaches,43.67635739999999,-79.2930312,4b7af66ef964a520ac482fe3,Life Is Sweet,43.67373911278509,-79.28261255174259,Cupcake Shop
The Beaches,43.67635739999999,-79.2930312,539b3958498e08a9ddb4f7c6,LCBO,43.66999339203174,-79.30038317305332,Liquor Store
The Beaches,43.67635739999999,-79.2930312,5aa5509cbed48336116ed8a8,Green Eggplant,43.670517,-79.29866,Mediterranean Restaurant
The Beaches,43.67635739999999,-79.2930312,4bd36093046076b0ecf17571,Castro's Lounge,43.671103559068854,-79.29510713657004,Bar
The Beaches,43.67635739999999,-79.2930312,4b0f33d9f964a520556023e3,The Green Dragon,43.68083357358925,-79.28471180245829,Pub
The Beaches,43.67635739999999,-79.2930312,4cb32a6539458cfaaf5a18a0,Kew Gardens Play Park,43.66926676521643,-79.29968375785205,Park
The Beaches,43.67635739999999,-79.2930312,4caf386e75ebb60c8b5dbaad,Pippins Tea Company,43.670992,-79.29590463638306,Tea Room
The Beaches,43.67635739999999,-79.2930312,4ad886bbf964a520051221e3,Sunset Grill,43.67021370116725,-79.29965336344807,Diner
The Beaches,43.67635739999999,-79.2930312,4dcd7c6352b1f8915b7e7f7e,Delhi Bistro,43.67250606883317,-79.288353,Indian Restaurant
The Beaches,43.67635739999999,-79.2930312,4adb78e8f964a520d82721e3,Green Basil,43.67120043400348,-79.29471710812898,Thai Restaurant
The Beaches,43.67635739999999,-79.2930312,4c9651da01dd76b00367c248,Foodland - Toronto,43.670736,-79.298267,Grocery Store
The Beaches,43.67635739999999,-79.2930312,4d4d9acf1a2d721e0e31991d,Cool Runnings,43.68349688997171,-79.30001696869618,Caribbean Restaurant
The Beaches,43.67635739999999,-79.2930312,4ad8d41df964a520121521e3,Grinder,43.68307273557906,-79.2998748093593,Coffee Shop
The Beaches,43.67635739999999,-79.2930312,4bec7426b68520a1aa231287,Shoppers Drug Mart,43.670639,-79.29769,Pharmacy
The Beaches,43.67635739999999,-79.2930312,553588fb498ea7ca06504fc8,The Real Jerk Beaches,43.680781,-79.285727,Caribbean Restaurant
The Beaches,43.67635739999999,-79.2930312,4bd64cfdcfa7b7138a7a27da,Subway,43.670812083087675,-79.29552581655025,Sandwich Place
The Beaches,43.67635739999999,-79.2930312,4d0e5be2dc932c0f09690bac,COBS Bread,43.66988072784326,-79.30082792210273,Bakery
The Beaches,43.67635739999999,-79.2930312,5622e665498ecd5d33424dcf,Kyouka Ramen,43.672574,-79.287992,Ramen Restaurant
The Beaches,43.67635739999999,-79.2930312,4b32ba7df964a520bf1225e3,The Nutty Chocolatier,43.67056725243875,-79.29759833250185,Chocolate Shop
The Beaches,43.67635739999999,-79.2930312,4bd4925d637ba59348f7f470,Garden Gate Resturant,43.67261471952654,-79.28749153616172,Breakfast Spot
The Beaches,43.67635739999999,-79.2930312,51314fc6e4b008f25ed4363d,Outrigger Tap & Table,43.67276131307108,-79.28776380031663,Pub
The Beaches,43.67635739999999,-79.2930312,4b281c1af964a520268f24e3,Juice and Java,43.67106189021513,-79.29575478082984,Café
The Beaches,43.67635739999999,-79.2930312,4c10317981e976b075d10eeb,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant
The Beaches,43.67635739999999,-79.2930312,4c535e4afd2ea593856b4f28,The Goof,43.672632571715766,-79.28746725153027,Asian Restaurant
The Beaches,43.67635739999999,-79.2930312,5179b2b4e4b00ac936bb9b1e,Souvlaki Hut,43.671048072091374,-79.29575766112751,Greek Restaurant
The Beaches,43.67635739999999,-79.2930312,4c586a2ad12a20a19cf968bd,Pizza Hut,43.670789,-79.29684,Pizza Place
The Beaches,43.67635739999999,-79.2930312,54d4e52a498e8407041e79b4,Tim Hortons,43.67028612527589,-79.29973281919956,Coffee Shop
The Beaches,43.67635739999999,-79.2930312,4b8daea1f964a520480833e3,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
The Beaches,43.67635739999999,-79.2930312,54935035498e8ccd4a54ff32,Tim Hortons,43.68079865923092,-79.28290665149683,Coffee Shop
The Beaches,43.67635739999999,-79.2930312,4ba54bb7f964a5207ff738e3,The Beer Store,43.6804388,-79.2826,Beer Store
The Beaches,43.67635739999999,-79.2930312,4e305ec68877341a515c1023,Subway,43.68071629118834,-79.28700577544936,Sandwich Place
The Beaches,43.67635739999999,-79.2930312,4bf9b2355efe2d7f33b06c34,Pizza Pizza,43.680899,-79.283878,Pizza Place
The Beaches,43.67635739999999,-79.2930312,4b22f4d6f964a520105124e3,Gabby's Food & Fuel,43.670809267568956,-79.29665696716665,Bar
The Beaches,43.67635739999999,-79.2930312,4c544c1830f92d7fd5d53cba,TD Canada Trust,43.6708434,-79.2979563,Bank
The Beaches,43.67635739999999,-79.2930312,4ba3e694f964a520aa6b38e3,Dyson's valu-mart,43.673271,-79.285854,Grocery Store
The Beaches,43.67635739999999,-79.2930312,50d8a364e4b0b55bced1e85f,Hero Certified Burgers,43.67036012943005,-79.29892366666198,Burger Joint
The Beaches,43.67635739999999,-79.2930312,4afaec8cf964a520991922e3,BeachMac (Beach Mac),43.67212831575027,-79.29013900412023,Electronics Store
The Beaches,43.67635739999999,-79.2930312,4ba3dc73f964a5209d6738e3,Rowe Farms,43.671271,-79.294377,Health Food Store
The Beaches,43.67635739999999,-79.2930312,4ba3d040f964a520606238e3,The UPS Store,43.67125,-79.294455,Shipping Store
The Beaches,43.67635739999999,-79.2930312,4ade4a1af964a520ab7421e3,Starbucks,43.68088,-79.28497,Coffee Shop
